"vid","hhid","enid","floor","roof","walls","water","enegry","rel_head","female_head","hh_size","n_child_5","n_child_17","n_adult","n_elder","read","sick","food_cons","nonfood_cons","farm","ar_farm","ar_farm_unit","crop","crop_other","crop_prp","livestock_now","livestock_before","drought_flood","crop_damage","trust_mem","trust_lead","assoc","health","duration","submissionday","key","area_acre","food_cons_usd","nonfood_cons_usd","area_acre_w","food_cons_usd_w","nonfood_cons_usd_w","treatment","district","district_name"
16,1606,620,1,1,1,5,1,2,0,2,0,0,0,2,0,0,205400,60800,1,1,"Acre",11,NA,1,0,0,1,0,1,1,NA,1,82,"2009-05-01T14:29:00Z","sbL1402981Isn",1,75.998,22.496,1,75.998,22.496,0,1,"Kibaha"
16,1622,815,1,1,1,5,1,2,0,4,1,0,1,2,0,0,473200,59600,1,1.41643059490085,"Hectare",1,NA,1,2,0,1,1,1,0,NA,1,83,"2009-05-02T10:31:49Z","mVK1200300emg",3.50007082152975,175.084,22.052,3.50007082152975,175.084,22.052,0,1,"Kibaha"
16,1603,827,1,4,1,5,1,2,0,4,0,2,0,2,0,1,340600,24400,1,2,"Acre",11,NA,1,13,16,0,0,1,1,1,1,76,"2009-05-01T11:21:51Z","Ems1123446vBc",2,126.022,9.028,2,126.022,9.028,0,1,"Kibaha"
16,1604,815,1,1,1,2,1,2,1,3,0,2,0,1,1,1,522600,39900,1,0.75,"Acre",39,NA,3,0,0,1,1,1,1,0,1,102,"2009-05-02T12:57:41Z","egG1765907FGG",0.75,193.362,14.763,0.75,193.362,14.763,0,1,"Kibaha"
16,1613,814,1,1,1,5,1,2,0,6,0,4,2,0,0,0,616200,94300,1,2,"Acre",11,NA,1,2,22,0,0,0,0,1,1,99,"2009-05-02T10:57:15Z","FkG1344942yiw",2,227.994,34.891,2,227.994,34.891,0,1,"Kibaha"
16,1614,815,1,1,1,5,7,3,0,1,0,0,0,1,0,1,124020,9800,1,1,"Acre",1,NA,1,0,0,1,1,1,1,NA,NA,63,"2009-05-01T12:54:43Z","MjJ1470087Acp",1,45.8874,3.626,1,45.8874,3.626,0,1,"Kibaha"
16,1608,612,1,1,1,5,1,2,1,1,0,0,0,1,0,0,98280,15100,1,0.5,"Acre",8,NA,2,0,0,0,0,0,1,NA,1,68,"2009-05-01T11:13:07Z","iIZ1211643YtU",0.5,36.3636,5.587,0.5,38.36456,5.587,0,1,"Kibaha"
16,1610,814,1,1,1,5,7,1,0,2,0,0,0,2,0,1,119080,21200,1,0.5,"Acre",1,NA,1,0,0,1,0,1,0,0,1,68,"2009-05-02T12:16:12Z","EaN1495737Zxu",0.5,44.0596,7.844,0.5,44.0596,7.844,0,1,"Kibaha"
16,1612,619,1,1,1,5,1,3,0,3,1,0,0,2,0,0,353600,58900,1,1.01173613921489,"Hectare",11,NA,1,0,0,1,0,0,0,0,1,74,"2009-05-01T11:36:59Z","bZm1972886YCO",2.50005058680695,130.832,21.793,2.50005058680695,130.832,21.793,0,1,"Kibaha"
16,1621,612,1,1,1,5,1,2,1,2,0,1,0,1,1,0,150800,5200,1,0.5,"Acre",77,NA,NA,0,0,1,0,1,1,0,1,61,"2009-05-02T11:58:05Z","yQn1699532Ddc",0.5,55.796,1.924,0.5,55.796,1.924,0,1,"Kibaha"
16,1601,827,1,1,1,3,1,2,0,6,1,2,1,2,1,0,583440,43400,1,1.41643059490085,"Hectare",8,NA,3,4,4,1,0,1,1,NA,1,103,"2009-05-01T14:51:42Z","NPZ1338578UYw",3.50007082152975,215.8728,16.058,3.50007082152975,215.8728,16.058,0,1,"Kibaha"
16,1617,814,1,1,1,5,1,2,1,4,0,0,3,1,0,0,431600,13800,1,1.21408336705787,"Hectare",8,NA,1,0,0,1,1,1,1,NA,0,63,"2009-05-01T12:55:34Z","iLM1607095obh",3.00006070416835,159.692,5.106,3.00006070416835,159.692,5.106,0,1,"Kibaha"
16,1602,814,4,4,1,5,1,2,0,3,0,0,1,2,0,1,148200,15600,1,2,"Acre",77,NA,NA,0,0,1,0,0,1,NA,0,87,"2009-05-01T11:36:33Z","tqn1244802HDQ",2,54.834,5.772,2,54.834,5.772,0,1,"Kibaha"
17,1716,612,1,2,1,9,1,4,0,3,0,0,1,2,1,1,962000,374000,1,0.930797228780366,"Hectare",5,NA,1,11,23,0,1,0,1,0,1,120,"2009-03-26T15:23:43Z","OZN1457075vgQ",2.30004649217772,355.94,138.38,2.30004649217772,355.94,138.38,0,2,"Bagamoyo"
17,1702,814,1,2,1,1,1,4,1,6,0,5,0,1,1,1,618800,144200,1,1.5,"Acre",41,"Sesame.",3,2,0,1,1,1,0,0,1,153,"2009-03-25T15:05:13Z","sPO1451750TJo",1.5,228.956,53.354,1.5,228.956,53.354,0,2,"Bagamoyo"
17,1715,612,1,4,1,9,1,4,1,2,0,0,0,2,0,1,257920,40700,1,1,"Acre",41,"Sesame.",3,3,5,0,0,0,0,NA,NA,105,"2009-03-25T11:49:17Z","vfN1718600QPE",1,95.4304,15.059,1,95.4304,15.059,0,2,"Bagamoyo"
17,1713,815,1,2,1,9,1,4,0,6,0,1,2,3,1,1,873600,582100,1,2.02347227842979,"Hectare",34,NA,3,15,21,1,1,0,0,0,1,134,"2009-03-26T13:05:45Z","jNa1074361LuN",5.00010117361393,323.232,215.377,5.00010117361393,323.232,196.3479,0,2,"Bagamoyo"
17,1722,612,1,4,1,9,1,4,0,9,2,4,2,1,1,1,1996800,603100,1,1.21408336705787,"Hectare",11,NA,2,2,8,0,1,0,1,0,1,239,"2009-03-25T16:02:22Z","iqT1616220FrB",3.00006070416835,738.816,223.147,3.00006070416835,606.10329,196.3479,0,2,"Bagamoyo"
17,1714,815,1,2,1,9,1,4,1,5,0,3,1,1,1,1,1300000,482100,1,1.21408336705787,"Hectare",34,NA,3,4,12,1,1,0,1,0,0,150,"2009-03-26T15:48:39Z","GHT1325979bWJ",3.00006070416835,481,178.377,3.00006070416835,481,178.377,0,2,"Bagamoyo"
17,1718,827,1,4,1,9,1,4,0,3,0,1,0,2,0,0,200200,117000,1,1,"Acre",41,"Sesame.",3,0,18,0,0,0,0,0,1,98,"2009-03-25T14:20:47Z","KXM1010591fCc",1,74.074,43.29,1,74.074,43.29,0,2,"Bagamoyo"
17,1705,620,1,2,5,9,99,4,0,5,0,3,1,1,1,0,936000,161700,1,1.61877782274383,"Hectare",5,NA,1,20,50,0,0,1,1,0,1,90,"2009-03-26T17:55:03Z","CyG1009767xmj",4.00008093889114,346.32,59.829,4.00008093889114,346.32,59.829,0,2,"Bagamoyo"
17,1701,620,1,2,1,9,7,4,0,4,0,2,0,2,0,0,629200,176300,1,0.5,"Acre",5,NA,1,1,5,0,0,1,1,0,0,110,"2009-03-25T14:20:04Z","bvw1847199Qrd",0.5,232.804,65.231,0.5,232.804,65.231,0,2,"Bagamoyo"
17,1703,619,1,4,1,9,1,4,0,7,0,3,3,1,1,1,1497600,519800,1,2.42816673411574,"Hectare",5,NA,1,0,10,1,1,0,0,0,1,125,"2009-03-25T11:56:23Z","ltF1051157zJO",6.0001214083367,554.112,192.326,5.00010117361393,554.112,192.326,0,2,"Bagamoyo"
17,1721,814,1,2,1,9,1,4,1,3,0,0,2,1,1,0,423800,38700,1,1.5,"Acre",41,"Sesame.",3,3,14,1,1,1,0,0,1,95,"2009-03-26T14:55:52Z","UlU1078985bqw",1.5,156.806,14.319,1.5,156.806,14.319,0,2,"Bagamoyo"
17,1709,815,1,2,1,9,1,4,1,5,1,0,2,2,0,1,856700,326240,1,1.61877782274383,"Hectare",5,NA,1,2,28,0,1,1,1,0,1,107,"2009-03-25T14:18:38Z","exW1939803sBC",4.00008093889114,316.979,120.7088,4.00008093889114,316.979,120.7088,0,2,"Bagamoyo"
17,1717,612,1,2,1,9,1,4,1,1,0,0,0,1,0,0,295776,173600,1,1.01173613921489,"Hectare",41,"Sesame.",3,3,10,0,1,0,0,0,1,94,"2009-03-26T12:43:10Z","VHk1439727cLK",2.50005058680695,109.43712,64.232,2.50005058680695,109.43712,64.232,0,2,"Bagamoyo"
17,1720,815,1,2,1,9,1,4,0,7,0,2,4,1,1,1,1047800,250900,1,3.23755564548766,"Hectare",41,"Sesame.",3,2,3,1,1,0,1,0,1,151,"2009-03-25T12:14:55Z","Yop1440289ZYm",8.00016187778228,387.686,92.833,5.00010117361393,387.686,92.833,0,2,"Bagamoyo"
17,1711,827,1,2,5,9,7,4,0,4,0,0,4,0,0,1,737100,83100,1,1.21408336705787,"Hectare",5,NA,1,15,10,0,0,0,1,0,0,100,"2009-03-25T11:50:09Z","ABO1010996vrJ",3.00006070416835,272.727,30.747,3.00006070416835,272.727,30.747,0,2,"Bagamoyo"
17,1712,814,1,2,1,1,7,4,1,7,1,4,2,0,1,1,839800,327300,1,1.61877782274383,"Hectare",41,"Sesame.",3,0,0,1,1,0,1,0,0,132,"2009-03-26T13:00:04Z","EZu1270561Iek",4.00008093889114,310.726,121.101,4.00008093889114,310.726,121.101,0,2,"Bagamoyo"
17,1719,620,1,2,5,9,1,4,0,1,0,0,0,1,1,0,806000,9900,1,0.5,"Acre",77,NA,NA,0,0,0,0,1,1,0,0,73,"2009-03-26T15:58:35Z","vmf1823016fTt",0.5,298.22,3.663,0.5,298.22,3.663,0,2,"Bagamoyo"
17,1704,619,1,4,1,9,1,4,0,6,0,4,0,2,1,1,1172600,86700,1,0.800000011920929,"Acre",5,NA,1,2,7,0,1,0,1,0,1,118,"2009-03-26T14:55:32Z","lTL1831486Qbp",0.800000011920929,433.862,32.079,0.800000011920929,433.862,32.079,0,2,"Bagamoyo"
17,1706,620,1,4,1,9,1,4,0,4,0,0,2,2,0,1,858000,291100,1,2.02347227842979,"Hectare",5,NA,1,6,19,1,1,1,1,0,1,126,"2009-03-25T12:15:03Z","anG1789840cPf",5.00010117361393,317.46,107.707,5.00010117361393,317.46,107.707,0,2,"Bagamoyo"
17,1708,619,1,2,1,9,1,4,1,4,0,3,0,1,1,1,819000,131700,1,2,"Acre",15,NA,1,0,4,1,1,0,1,0,1,94,"2009-03-25T13:42:33Z","nhm1011199lUk",2,303.03,48.729,2,303.03,48.729,0,2,"Bagamoyo"
17,1707,619,1,2,5,9,7,4,0,6,0,3,2,1,1,0,1032200,134400,1,2,"Acre",1,NA,1,6,17,0,0,0,0,0,1,112,"2009-03-26T12:36:58Z","szo1329431kpa",2,381.914,49.728,2,381.914,49.728,0,2,"Bagamoyo"
17,1710,827,1,2,1,9,1,4,1,2,0,1,0,1,0,1,315120,60000,1,1,"Acre",41,"Sesame.",3,0,9,0,0,0,0,NA,NA,135,"2009-03-26T12:32:25Z","uhp1741031keb",1,116.5944,22.2,1,116.5944,22.2,0,2,"Bagamoyo"
18,1820,619,1,2,1,9,7,1,0,3,0,0,2,1,0,0,551200,98000,1,1,"Acre",8,NA,1,0,7,1,1,0,0,0,0,60,"2009-01-12T14:09:57Z","Ixk1131375uoZ",1,203.944,36.26,1,203.944,36.26,1,3,"Chamwino"
18,1842,815,4,4,1,2,1,4,1,2,0,1,0,1,1,1,398320,126440,1,1,"Acre",9,NA,2,0,2,1,1,1,1,0,1,73,"2009-01-12T10:44:06Z","YqX1807090kJt",1,147.3784,46.7828,1,147.3784,46.7828,1,3,"Chamwino"
18,1807,827,1,4,1,1,1,4,0,6,0,3,1,2,1,0,1515800,225900,1,1,"Acre",9,NA,1,0,6,0,1,1,1,0,0,117,"2009-01-11T13:56:33Z","BwJ1952103hpe",1,560.846,83.583,1,560.846,83.583,1,3,"Chamwino"
18,1822,612,1,2,5,2,7,4,0,3,1,0,0,2,0,1,284700,3500,1,2,"Acre",9,NA,1,0,0,1,0,1,1,0,1,70,"2009-01-11T14:04:25Z","BAM1282455hwT",2,105.339,1.295,2,105.339,1.295,1,3,"Chamwino"
18,1818,827,1,4,1,1,1,4,1,2,0,0,2,0,1,1,482560,245300,1,0.5,"Acre",9,NA,1,1,4,0,0,1,1,0,1,110,"2009-03-01T11:59:22Z","tAN1138798urU",0.5,178.5472,90.761,0.5,178.5472,90.761,1,3,"Chamwino"
18,1826,612,1,2,1,9,1,4,1,1,0,0,1,0,0,1,275600,27300,1,2,"Acre",9,NA,1,5,5,1,1,0,1,0,1,73,"2009-01-12T14:00:44Z","PrH1069813cSa",2,101.972,10.101,2,101.972,10.101,1,3,"Chamwino"
18,1817,619,1,4,5,1,7,1,0,1,0,0,0,1,0,0,158600,6800,1,1,"Acre",15,NA,1,0,0,0,0,1,1,0,0,37,"2009-01-11T12:40:21Z","ndD1195550NwK",1,58.682,2.516,1,58.682,2.516,1,3,"Chamwino"
18,1806,827,1,4,1,1,1,4,1,2,0,0,0,2,0,0,282100,6500,0,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,79,"2009-01-12T10:40:39Z","hqP1451145Vuo",0,104.377,2.405,0,104.377,2.405,1,3,"Chamwino"
18,1838,619,1,2,1,1,1,4,1,3,0,1,1,1,1,1,309400,48800,1,0.5,"Acre",9,NA,1,0,0,1,1,0,1,0,1,73,"2009-03-01T10:39:35Z","qWl1292057Tky",0.5,114.478,18.056,0.5,114.478,18.056,1,3,"Chamwino"
18,1814,619,1,2,1,1,7,4,1,2,0,0,1,1,1,0,504400,7800,1,2,"Acre",5,NA,1,0,0,1,0,1,1,0,1,54,"2009-01-11T11:48:51Z","BtI1617224OJb",2,186.628,2.886,2,186.628,2.886,1,3,"Chamwino"
18,1843,620,1,4,1,1,7,4,0,1,0,0,0,1,0,0,327600,38300,1,0.300000011920929,"Acre",1,NA,1,0,0,0,0,1,1,0,0,71,"2009-01-11T14:24:22Z","bjW1101224yYO",0.300000011920929,121.212,14.171,0.300000011920929,121.212,14.171,1,3,"Chamwino"
18,1815,620,1,2,5,9,7,4,0,1,0,0,0,1,0,0,156000,29700,0,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,90,"2009-03-01T14:52:10Z","xjJ1230610UaA",0,57.72,10.989,0,57.72,10.989,1,3,"Chamwino"
18,1847,620,1,4,1,1,1,4,1,3,0,0,2,1,1,0,738400,68700,1,4.85633346823148,"Hectare",15,NA,1,3,7,0,0,1,1,0,0,87,"2009-01-11T11:04:44Z","mVU1028866Wgh",12.0002428166734,273.208,25.419,5.00010117361393,273.208,25.419,1,3,"Chamwino"
18,1828,612,1,2,1,2,1,4,0,1,0,0,0,1,0,1,240500,22900,1,1,"Acre",4,NA,3,0,0,1,0,1,1,0,1,67,"2009-01-12T10:09:23Z","MpP1804183Wgg",1,88.985,8.473,1,88.985,8.473,1,3,"Chamwino"
18,1836,815,1,2,1,2,7,1,0,2,0,0,0,2,0,1,520000,125040,1,2,"Acre",5,NA,1,6,6,1,1,0,0,0,1,70,"2009-01-11T14:06:58Z","jaL1529738sFp",2,192.4,46.2648,2,192.4,46.2648,1,3,"Chamwino"
18,1808,827,1,4,1,1,1,4,0,8,2,1,4,1,0,0,938600,144000,1,1,"Acre",4,NA,3,2,2,1,1,0,0,0,0,132,"2009-01-11T11:47:04Z","bPu1989583GJo",1,347.282,53.28,1,347.282,53.28,1,3,"Chamwino"
18,1821,815,1,2,1,9,7,3,0,1,0,0,0,1,0,1,267800,206300,1,2,"Acre",11,NA,1,6,0,1,1,0,1,0,1,64,"2009-01-12T13:37:51Z","Sma1188862piZ",2,99.086,76.331,2,99.086,76.331,1,3,"Chamwino"
18,1839,815,4,4,1,2,1,4,0,11,0,6,3,2,1,1,1256320,1279900,1,2,"Acre",11,NA,1,0,0,0,1,0,1,0,1,169,"2009-01-11T12:43:30Z","FjK1878667mDH",2,464.8384,473.563,2,464.8384,196.3479,1,3,"Chamwino"
18,1816,619,1,2,1,1,7,4,1,1,0,0,0,1,0,0,221000,14600,1,1,"Acre",5,NA,1,0,5,0,0,1,1,0,1,46,"2009-01-11T10:41:38Z","yha1617382OkS",1,81.77,5.402,1,81.77,5.402,1,3,"Chamwino"
18,1831,612,1,2,1,2,1,4,1,1,0,0,0,1,0,0,310700,31300,1,0.5,"Acre",9,NA,1,1,0,1,0,0,0,0,1,50,"2009-01-12T11:41:27Z","UdT1448461jTU",0.5,114.959,11.581,0.5,114.959,11.581,1,3,"Chamwino"
18,1848,620,1,4,1,1,1,4,1,5,1,1,2,1,0,0,639600,136200,1,2,"Acre",1,NA,1,4,10,1,0,1,1,0,1,100,"2009-01-12T10:59:53Z","PKS1091244nAN",2,236.652,50.394,2,236.652,50.394,1,3,"Chamwino"
18,1845,620,1,4,1,1,1,4,0,4,0,0,2,2,1,0,946400,111900,1,1.21408336705787,"Hectare",5,NA,1,3,6,1,0,1,1,0,0,73,"2009-01-11T12:34:30Z","uAx1907761Fxw",3.00006070416835,350.168,41.403,3.00006070416835,350.168,41.403,1,3,"Chamwino"
19,1916,621,1,1,1,9,7,2,1,4,0,4,0,0,1,0,419900,14400,1,0.5,"Acre",11,NA,1,0,0,1,1,0,1,0,1,105,"2009-04-28T13:21:48Z","DjC1517290gkd",0.5,155.363,5.328,0.5,155.363,5.328,0,1,"Kibaha"
19,1910,828,1,2,1,1,7,2,1,2,0,0,1,1,0,0,226200,8600,1,1,"Acre",40,"Coconut",1,0,0,1,1,1,1,1,1,78,"2009-04-28T16:17:37Z","Izu1853239hxq",1,83.694,3.182,1,83.694,3.182,0,1,"Kibaha"
19,1902,818,1,2,1,2,7,1,0,2,0,0,0,2,0,1,72800,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,79,"2009-04-28T15:01:31Z","sHE1935099eQE",0,26.936,0,0,38.36456,0.555,0,1,"Kibaha"
19,1917,621,1,2,1,2,1,4,1,3,0,2,0,1,1,1,335400,75200,1,0.25,"Acre",39,NA,3,0,0,0,1,1,1,NA,0,121,"2009-04-29T13:45:00Z","jXh1520166qJb",0.25,124.098,27.824,0.25,124.098,27.824,0,1,"Kibaha"
19,1919,621,1,1,5,2,7,1,0,2,0,1,0,1,0,0,338000,39000,1,2,"Acre",11,NA,1,0,0,1,0,1,1,0,1,91,"2009-04-27T14:17:17Z","sCA1472068igk",2,125.06,14.43,2,125.06,14.43,0,1,"Kibaha"
19,1904,828,1,1,1,1,5,5,0,4,0,1,1,2,1,0,536900,83000,1,1.25,"Acre",15,NA,1,16,10,1,1,0,1,NA,0,134,"2009-04-29T13:41:34Z","bnx1940003unX",1.25,198.653,30.71,1.25,198.653,30.71,0,1,"Kibaha"
19,1911,823,1,1,1,1,7,2,0,6,0,4,1,1,0,0,999700,59440,1,1.61877782274383,"Hectare",5,NA,1,0,8,1,1,0,1,0,1,122,"2009-04-28T16:33:33Z","xtu1912375exA",4.00008093889114,369.889,21.9928,4.00008093889114,369.889,21.9928,0,1,"Kibaha"
19,1907,420,1,4,1,2,7,1,1,1,0,0,0,1,0,1,226200,500,0,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,77,"2009-04-27T15:20:10Z","YvB1547749DBc",0,83.694,0.185,0,83.694,0.555,0,1,"Kibaha"
19,1906,823,1,1,1,1,7,2,0,2,0,0,0,2,0,1,88400,6200,1,0.910562525293403,"Hectare",40,"Coconut",1,0,3,1,0,0,0,0,NA,109,"2009-04-28T12:50:00Z","PpJ1946777jwF",2.25004552812626,32.708,2.294,2.25004552812626,38.36456,2.294,0,1,"Kibaha"
19,1921,818,1,2,1,2,1,2,0,7,2,3,1,1,0,0,683800,107700,1,1,"Acre",39,NA,3,0,0,1,1,0,0,0,1,140,"2009-04-27T14:13:46Z","aVr1338969TcE",1,253.006,39.849,1,253.006,39.849,0,1,"Kibaha"
19,1918,828,1,1,1,1,7,2,0,3,0,0,2,1,0,1,717600,34100,1,1.21408336705787,"Hectare",11,NA,1,0,0,1,1,1,1,1,0,135,"2009-04-27T14:26:44Z","lym1415717mnA",3.00006070416835,265.512,12.617,3.00006070416835,265.512,12.617,0,1,"Kibaha"
19,1901,420,1,4,1,2,7,1,0,2,0,0,0,2,0,1,553800,500,0,NA,NA,NA,NA,NA,1,5,0,0,1,1,NA,NA,63,"2009-04-28T12:13:10Z","Stz1976710Eob",0,204.906,0.185,0,204.906,0.555,0,1,"Kibaha"
19,1914,621,1,4,4,2,1,2,0,4,1,0,2,1,0,0,442000,82000,1,1.61877782274383,"Hectare",39,NA,3,0,0,1,1,0,1,0,0,87,"2009-04-29T12:56:33Z","ojf1477263AZv",4.00008093889114,163.54,30.34,4.00008093889114,163.54,30.34,0,1,"Kibaha"
19,1908,823,1,1,1,1,1,2,0,3,0,1,1,1,0,1,1082900,80100,1,3.23755564548766,"Hectare",5,NA,3,2,10,1,1,0,1,1,1,97,"2009-04-28T14:25:00Z","GLq1392520Kbp",8.00016187778228,400.673,29.637,5.00010117361393,400.673,29.637,0,1,"Kibaha"
19,1912,823,1,1,1,5,7,2,1,8,1,3,3,1,1,1,858000,56000,1,1.61877782274383,"Hectare",32,NA,1,0,0,0,1,0,0,NA,1,164,"2009-04-27T15:06:03Z","TNz1912389Apy",4.00008093889114,317.46,20.72,4.00008093889114,317.46,20.72,0,1,"Kibaha"
19,1924,805,1,2,5,7,7,2,0,5,0,0,4,1,1,0,864240,14800,1,1.01173613921489,"Hectare",39,NA,3,5,10,1,1,1,1,0,1,101,"2009-04-28T16:05:43Z","Abz1818883GrO",2.50005058680695,319.7688,5.476,2.50005058680695,319.7688,5.476,0,1,"Kibaha"
19,1903,420,1,4,1,4,1,3,0,3,0,0,2,1,1,1,418600,156500,1,2.42816673411574,"Hectare",39,NA,3,16,18,1,1,0,1,NA,NA,106,"2009-04-27T13:54:23Z","UhW1671134FoB",6.0001214083367,154.882,57.905,5.00010117361393,154.882,57.905,0,1,"Kibaha"
19,1905,420,1,4,1,2,1,1,1,6,0,4,1,1,0,0,293800,52500,1,1.61877782274383,"Hectare",39,NA,3,1,7,0,1,1,1,NA,NA,111,"2009-04-28T14:12:19Z","BGh1770035Zkz",4.00008093889114,108.706,19.425,4.00008093889114,108.706,19.425,0,1,"Kibaha"
19,1922,818,1,2,1,2,7,1,0,3,0,1,0,2,0,1,252200,49200,1,1,"Acre",39,NA,3,0,0,0,1,1,1,0,NA,92,"2009-04-28T12:23:02Z","pSy1266435pQW",1,93.314,18.204,1,93.314,18.204,0,1,"Kibaha"
19,1913,828,1,4,1,1,1,2,0,7,1,3,2,1,0,1,902200,206400,1,3.03520841764468,"Hectare",39,NA,3,32,29,0,1,1,1,0,1,163,"2009-04-28T14:16:09Z","Xjv1227664NDa",7.50015176042089,333.814,76.368,5.00010117361393,333.814,76.368,0,1,"Kibaha"
19,1926,805,1,1,1,1,1,2,0,6,3,1,1,1,1,0,517400,41800,1,1.21408336705787,"Hectare",39,NA,3,0,0,1,1,1,1,NA,0,111,"2009-04-28T13:12:59Z","dgp1167067SgT",3.00006070416835,191.438,15.466,3.00006070416835,191.438,15.466,0,1,"Kibaha"
19,1909,805,1,2,5,1,7,4,0,6,1,0,4,1,1,0,345280,19620,1,1.21408336705787,"Hectare",39,NA,3,0,0,1,1,1,1,0,1,127,"2009-04-27T14:19:59Z","adB1826833weo",3.00006070416835,127.7536,7.2594,3.00006070416835,127.7536,7.2594,0,1,"Kibaha"
20,2011,818,1,2,5,5,7,6,1,1,0,0,0,1,0,1,137150,0,1,0.5,"Acre",1,NA,1,0,0,0,1,0,0,0,0,128,"2009-03-16T15:56:02Z","stM1884286YtB",0.5,50.7455,0,0.5,50.7455,0.555,1,2,"Bagamoyo"
20,2014,621,1,2,1,9,1,4,0,5,2,0,2,1,0,0,813800,65300,1,2,"Acre",17,NA,3,4,15,1,0,1,1,0,0,142,"2009-03-16T18:10:46Z","Qcw1181981JzQ",2,301.106,24.161,2,301.106,24.161,1,2,"Bagamoyo"
20,2013,828,1,2,1,9,1,4,0,3,0,0,2,1,0,1,780884,189300,1,2.02347227842979,"Hectare",11,NA,1,1,15,1,1,1,1,0,0,76,"2009-03-16T10:02:17Z","riv1529831ndQ",5.00010117361393,288.92708,70.041,5.00010117361393,288.92708,70.041,1,2,"Bagamoyo"
20,2003,805,1,2,1,9,1,4,0,1,0,0,0,1,0,0,387400,7300,1,0.5,"Acre",77,NA,NA,0,0,0,0,1,1,NA,0,104,"2009-03-15T16:00:01Z","kZS1608275qul",0.5,143.338,2.701,0.5,143.338,2.701,1,2,"Bagamoyo"
20,2015,621,1,2,1,9,1,4,0,7,1,3,2,1,1,0,1443000,320000,1,2.02347227842979,"Hectare",11,NA,1,12,25,1,1,1,0,0,1,139,"2009-03-16T14:50:04Z","PvT1688102sBS",5.00010117361393,533.91,118.4,5.00010117361393,533.91,118.4,1,2,"Bagamoyo"
20,2018,818,1,2,1,9,1,4,1,1,0,0,0,1,0,0,132600,24700,1,1,"Acre",34,NA,1,3,7,1,1,0,1,1,1,99,"2009-03-17T09:38:08Z","WQM1424769Eyj",1,49.062,9.139,1,49.062,9.139,1,2,"Bagamoyo"
20,2021,420,1,4,1,5,1,5,1,2,0,0,1,1,1,1,418652,21213,1,1.5,"Acre",11,NA,1,2,3,0,1,1,1,NA,0,97,"2009-03-15T13:58:29Z","JZD1610818oqQ",1.5,154.90124,7.84881,1.5,154.90124,7.84881,1,2,"Bagamoyo"
20,2019,621,1,4,1,9,1,4,0,3,0,1,1,1,0,1,703040,78700,1,1.5,"Acre",11,NA,1,2,4,1,0,0,1,0,1,135,"2009-03-15T14:21:02Z","ydw1278834BeF",1.5,260.1248,29.119,1.5,260.1248,29.119,1,2,"Bagamoyo"
20,2001,805,1,2,5,9,7,4,0,5,1,2,1,1,0,0,335400,8000,1,1,"Acre",5,NA,1,0,20,1,1,1,1,1,0,123,"2009-03-16T13:50:25Z","vYJ1454909OxN",1,124.098,2.96,1,124.098,2.96,1,2,"Bagamoyo"
20,2009,823,1,2,1,5,1,1,0,6,0,1,4,1,1,0,1601600,38700,1,1.21408336705787,"Hectare",11,NA,1,12,36,1,0,0,0,0,1,158,"2009-03-16T16:25:26Z","StF1483157NEo",3.00006070416835,592.592,14.319,3.00006070416835,592.592,14.319,1,2,"Bagamoyo"
20,2002,805,1,2,5,7,1,4,0,3,0,0,0,3,1,0,535600,31020,1,1.21408336705787,"Hectare",11,NA,1,0,0,0,1,1,1,0,1,146,"2009-03-15T12:36:01Z","ehk1570521LCw",3.00006070416835,198.172,11.4774,3.00006070416835,198.172,11.4774,1,2,"Bagamoyo"
20,2017,420,1,2,5,9,5,4,1,3,0,0,2,1,0,0,670800,45701,1,2,"Acre",1,NA,1,0,0,0,1,0,1,1,0,94,"2009-03-15T12:09:07Z","vdV1435295NMh",2,248.196,16.90937,2,248.196,16.90937,1,2,"Bagamoyo"
20,2006,828,1,2,1,5,1,4,0,7,0,1,4,2,1,1,1625000,495500,1,1.61877782274383,"Hectare",11,NA,1,5,7,1,1,1,1,0,0,149,"2009-03-15T16:04:02Z","uKG1730521UEh",4.00008093889114,601.25,183.335,4.00008093889114,601.25,183.335,1,2,"Bagamoyo"
20,2008,823,1,2,5,9,7,4,0,3,0,0,0,3,0,1,328120,8450,1,0.5,"Acre",11,NA,1,0,2,1,1,0,1,NA,0,131,"2009-03-15T14:53:20Z","fDv1191765OXw",0.5,121.4044,3.1265,0.5,121.4044,3.1265,1,2,"Bagamoyo"
20,2004,823,1,2,1,9,1,4,0,6,1,0,3,2,1,1,1773200,493400,1,2.22581950627276,"Hectare",11,NA,1,5,10,1,1,0,1,0,1,177,"2009-03-15T12:13:06Z","bal1615520PQf",5.5001112909753,656.084,182.558,5.00010117361393,606.10329,182.558,1,2,"Bagamoyo"
20,2020,420,1,2,1,7,1,5,0,2,0,0,0,2,1,0,431600,21700,1,1,"Acre",77,NA,NA,4,6,0,1,1,1,0,0,81,"2009-03-16T10:49:58Z","iyh1994996UhR",1,159.692,8.029,1,159.692,8.029,1,2,"Bagamoyo"
